TICKER,ISIN,COUNTRY_OF_PRIMARY_MARKET,TRADING_COUNTRY,TRADING_CURRENCY,IS_COMPOSITE
ANB*,BE0974293251,BE,MX,MXN,N
SAN*,ES0113900J37,ES,MX,MXN,N
IBEN,ES0144580Y14,ES,MX,MXN,N
BBVA*,ES0113211835,ES,MX,MXN,N
ITXN,ES0148396007,ES,MX,MXN,N
AIRN,NL0000235190,FR,MX,MXN,N
BNPp,FR0000131104,FR,GB,EUR,N
PHIAN,NL0000009538,NL,MX,MXN,N
ADN,NL0011794037,NL,MX,MXN,N
ISPN,IT0000072618,IT,MX,MXN,N
ELUN,FR0000121667,FR,MX,MXN,N
ORN,FR0000120321,FR,MX,MXN,N
ADSN,DE000A1EWWW0,DE,MX,MXN,N
LINN,IE00BZ12WP82,US,MX,MXN,N
DTEN,DE0005557508,DE,MX,MXN,N
DPWN,DE0005552004,DE,MX,MXN,N
IFXN,DE0006231004,DE,MX,MXN,N
VOW3N,DE0007664039,DE,MX,MXN,N
KERN,FR0000121485,FR,MX,MXN,N
DB1N,DE0005810055,DE,MX,MXN,N
BAS,DE000BASF111,DE,CH,EUR,Y
VOW3d,DE0007664039,DE,FR,EUR,N
,NL0000235190,,,EUR,N
PRX,NL0013654783,NL,NL,EUR,N
PRX,NL0013654783,NL,ZA,ZAR,N
PRXa,NL0013654783,NL,GB,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,Y
PRXa,NL0013654783,NL,,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
ADYEN,NL0012969182,NL,IT,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
LIN,IE00BZ12WP82,US,DE,EUR,N
PRXa,NL0013654783,NL,FR,EUR,N
PRXa,NL0013654783,NL,GB,EUR,N
PRXa,NL0013654783,NL,GB,EUR,N
PRXa,NL0013654783,NL,GB,EUR,N
PRXa,NL0013654783,NL,GB,EUR,N
PRXa,NL0013654783,NL,GB,EUR,N
0A28,NL0013654783,NL,GB,EUR,N
PROSF,NL0013654783,NL,US,USD,N
PROSF,NL0013654783,NL,US,USD,Y
PRX,NL0013654783,NL,AT,EUR,N
AIRd,NL0000235190,FR,NL,EUR,N
DGp,FR0000125486,FR,NL,EUR,N
ELp,FR0000121667,FR,NL,EUR,N
INGAa,NL0011821202,NL,NL,EUR,N
VNAd,DE000A1ML7J1,DE,NL,EUR,N
SUp,FR0000121972,FR,NL,EUR,N
DPWd,DE0005552004,DE,NL,EUR,N
MCp,FR0000121014,FR,NL,EUR,N
FLTRi,IE00BWT6H894,GB,NL,EUR,N
ITXe,ES0148396007,ES,NL,EUR,N
BMWd,DE0005190003,DE,NL,EUR,N
BAYNd,DE000BAY0017,DE,NL,EUR,N
CRGi,IE0001827041,GB,NL,EUR,N
CSp,FR0000120628,FR,NL,EUR,N
STLAm,NL00150001Q9,IT,NL,EUR,N
LINd,IE00BZ12WP82,US,NL,EUR,N
AIp,FR0000120073,FR,NL,EUR,N
BNp,FR0000120644,FR,NL,EUR,N
ADYENa,NL0012969182,NL,NL,EUR,N
BBVAe,ES0113211835,ES,NL,EUR,N
DB1d,DE0005810055,DE,NL,EUR,N
DTEd,DE0005557508,DE,NL,EUR,N
PRXa,NL0013654783,NL,NL,EUR,N
ENId,IT0003132476,IT,NL,EUR,N
SAFp,FR0000073272,FR,NL,EUR,N
IFXd,DE0006231004,DE,NL,EUR,N
ORp,FR0000120321,FR,NL,EUR,N
SAPd,DE0007164600,DE,NL,EUR,N
MUV2d,DE0008430026,DE,NL,EUR,N
MBGd,DE0007100000,DE,NL,EUR,N
RMSp,FR0000052292,FR,NL,EUR,N
VOW3d,DE0007664039,DE,NL,EUR,N
ADa,NL0011794037,NL,NL,EUR,N
BNPp,FR0000131104,FR,NL,EUR,N
KNEBVh,FI0009013403,FI,NL,EUR,N
TTEp,FR0000120271,FR,NL,EUR,N
KERp,FR0000121485,FR,NL,EUR,N
IBEe,ES0144580Y14,ES,NL,EUR,N
ENLd,IT0003128367,IT,NL,EUR,N
ISPm,IT0000072618,IT,NL,EUR,N
SANp,FR0000120578,FR,NL,EUR,N
RIp,FR0000120693,FR,NL,EUR,N
SANe,ES0113900J37,ES,NL,EUR,N
PHIAa,NL0000009538,NL,NL,EUR,N
SIEd,DE0007236101,DE,NL,EUR,N
ALVd,DE0008404005,DE,NL,EUR,N
ASMLa,NL0010273215,NL,NL,EUR,N
BASd,DE000BASF111,DE,NL,EUR,N
ADSd,DE000A1EWWW0,DE,NL,EUR,N
ABIb,BE0974293251,BE,NL,EUR,N
FLTRi,IE00BWT6H894,GB,GB,EUR,N
BSN,FR0000120644,FR,CH,CHF,N
ISPm,IT0000072618,IT,FR,EUR,N
ISPm,IT0000072618,IT,NL,EUR,N
ISPm,IT0000072618,IT,FR,EUR,N
ISPm,IT0000072618,IT,NL,EUR,N
ENIm,IT0003132476,IT,FR,EUR,N
ENELm,IT0003128367,IT,FR,EUR,N
ENIm,IT0003132476,IT,FR,EUR,N
ENELm,IT0003128367,IT,FR,EUR,N
ENIm,IT0003132476,IT,NL,EUR,N
ENELm,IT0003128367,IT,NL,EUR,N
ENELm,IT0003128367,IT,NL,EUR,N
ENIm,IT0003132476,IT,NL,EUR,N
PRX,NL0013654783,NL,CH,CHF,N
PRXa,NL0013654783,NL,DE,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
HMI,FR0000052292,FR,DE,EUR,N
PER,FR0000120693,FR,DE,EUR,N
1N8,NL0012969182,NL,DE,EUR,N
SAFN,FR0000073272,FR,MX,MXN,N
SAFN,FR0000073272,FR,MX,MXN,Y
SAFN,FR0000073272,FR,MX,MXN,N
0A28,NL0013654783,NL,GB,EUR,Y
PPB,IE00BWT6H894,GB,DE,EUR,N
FLTTR N,IE00BWT6H894,IE,MX,MXN,N
FLTTRN,IE00BWT6H894,IE,MX,MXN,Y
ADYENN,NL0012969182,NL,MX,MXN,N
ADYENN,NL0012969182,NL,MX,MXN,Y
ADYENN,NL0012969182,NL,MX,MXN,N
1TY,NL0013654783,NL,IT,EUR,N
HMI,FR0000052292,FR,IT,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
8TI,NL00150001Q9,US,DE,EUR,N
BSN,FR0000120644,FR,DE,EUR,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
HMI,FR0000052292,FR,DE,EUR,N
SND,FR0000121972,FR,DE,EUR,N
PPX,FR0000121485,FR,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
VOW3,DE0007664039,DE,DE,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
IBE1,ES0144580Y14,ES,DE,EUR,N
1NBA,BE0974293251,BE,DE,EUR,N
PHI1,NL0000009538,NL,DE,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
ASME,NL0010273215,NL,DE,EUR,N
AHOG,NL0011794037,NL,DE,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
AIL,FR0000120073,FR,DE,EUR,N
LOR,FR0000120321,FR,DE,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
PER,FR0000120693,FR,DE,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
MUV2,DE0008430026,DE,DE,EUR,N
BNP,FR0000131104,FR,DE,EUR,N
BAS,DE000BASF111,DE,DE,EUR,N
BAYN,DE000BAY0017,DE,DE,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
ALV,DE0008404005,DE,DE,EUR,N
AIR,NL0000235190,FR,DE,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
STLA,NL00150001Q9,IT,US,USD,N
CRG,IE0001827041,GB,DE,EUR,N
1N8,NL0012969182,NL,DE,EUR,N
LIN,IE00BZ12WP82,US,DE,EUR,N
PPB,IE00BWT6H894,GB,DE,GBP,N
SIE,DE0007236101,DE,DE,EUR,N
BSD2,ES0113900J37,ES,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,N
INN1,NL0011821202,NL,DE,EUR,N
ESL,FR0000121667,FR,DE,EUR,N
IXD1,ES0148396007,ES,DE,EUR,N
TOTB,FR0000120271,FR,DE,EUR,N
BMW,DE0005190003,DE,DE,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
IFX,DE0006231004,DE,DE,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
ENL,IT0003128367,IT,DE,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
ENI,IT0003132476,IT,DE,EUR,N
SAP,DE0007164600,DE,DE,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
DPW,DE0005552004,DE,DE,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
LIN,IE00BZ12WP82,US,US,USD,N
KC4,FI0009013403,FI,DE,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
STLA,NL00150001Q9,IT,US,USD,N
1N8,NL0012969182,NL,DE,EUR,N
1TY,NL0013654783,NL,DE,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
PER,FR0000120693,FR,DE,EUR,N
1N8,NL0012969182,NL,DE,EUR,N
HMI,FR0000052292,FR,DE,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
BMWt,DE0005190003,DE,,HUF,N
INFINt,DE0006231004,DE,,HUF,N
SAPt,DE0007164600,DE,,HUF,N
VOLKSt,DE0007664039,DE,,HUF,N
BASFt,DE000BASF111,DE,,HUF,N
BAYERt,DE000BAY0017,DE,,HUF,N
MERCEt,DE0007100000,DE,,HUF,N
DEUTTt,DE0005557508,DE,,HUF,N
INN1d,NL0011821202,NL,,EUR,N
INN1d,NL0011821202,NL,FR,EUR,N
ADa,NL0011794037,NL,FR,EUR,N
BNPp,FR0000131104,FR,FR,EUR,N
BNp,FR0000120644,FR,FR,EUR,N
ADSd,DE000A1EWWW0,DE,FR,EUR,N
ALVd,DE0008404005,DE,FR,EUR,N
SAPd,DE0007164600,DE,FR,EUR,N
CSp,FR0000120628,FR,FR,EUR,N
ASMLa,NL0010273215,NL,FR,EUR,N
AIRp,NL0000235190,FR,FR,EUR,N
PHIAa,NL0000009538,NL,FR,EUR,N
IBEe,ES0144580Y14,ES,FR,EUR,N
FLTRi,IE00BWT6H894,GB,FR,EUR,N
BAYNd,DE000BAY0017,DE,FR,EUR,N
MBGd,DE0007100000,DE,FR,EUR,N
PRXa,NL0013654783,NL,FR,EUR,N
DTEd,DE0005557508,DE,FR,EUR,N
STLAp,NL00150001Q9,IT,FR,EUR,N
LINd,IE00BZ12WP82,US,FR,EUR,N
SAFp,FR0000073272,FR,FR,EUR,N
VNAd,DE000A1ML7J1,DE,FR,EUR,N
MUV2d,DE0008430026,DE,FR,EUR,N
ITXe,ES0148396007,ES,FR,EUR,N
RMSp,FR0000052292,FR,FR,EUR,N
ADYENa,NL0012969182,NL,FR,EUR,N
SANe,ES0113900J37,ES,FR,EUR,N
DGp,FR0000125486,FR,FR,EUR,N
IFXd,DE0006231004,DE,FR,EUR,N
BASd,DE000BASF111,DE,FR,EUR,N
ABIb,BE0974293251,BE,FR,EUR,N
AIp,FR0000120073,FR,FR,EUR,N
BBVAe,ES0113211835,ES,FR,EUR,N
BMWd,DE0005190003,DE,FR,EUR,N
CRGi,IE0001827041,GB,FR,EUR,N
DB1d,DE0005810055,DE,FR,EUR,N
DPWd,DE0005552004,DE,FR,EUR,N
ELp,FR0000121667,FR,FR,EUR,N
TTEp,FR0000120271,FR,FR,EUR,N
KNEBVh,FI0009013403,FI,FR,EUR,N
KERp,FR0000121485,FR,FR,EUR,N
MCp,FR0000121014,FR,FR,EUR,N
ORp,FR0000120321,FR,FR,EUR,N
RIp,FR0000120693,FR,FR,EUR,N
SIEd,DE0007236101,DE,FR,EUR,N
SANp,FR0000120578,FR,FR,EUR,N
SUp,FR0000121972,FR,FR,EUR,N
VOW3d,DE0007664039,DE,FR,EUR,N
ABIb,BE0974293251,BE,NL,EUR,N
ADa,NL0011794037,NL,NL,EUR,N
ADYENa,NL0012969182,NL,NL,EUR,N
ADSd,DE000A1EWWW0,DE,NL,EUR,N
AIRp,NL0000235190,FR,NL,EUR,N
AIp,FR0000120073,FR,NL,EUR,N
ALVd,DE0008404005,DE,NL,EUR,N
ASMLa,NL0010273215,NL,NL,EUR,N
BAYNd,DE000BAY0017,DE,NL,EUR,N
BASd,DE000BASF111,DE,NL,EUR,N
BBVAe,ES0113211835,ES,NL,EUR,N
BMWd,DE0005190003,DE,NL,EUR,N
BNp,FR0000120644,FR,NL,EUR,N
BNPp,FR0000131104,FR,NL,EUR,N
CRGi,IE0001827041,GB,NL,EUR,N
CSp,FR0000120628,FR,NL,EUR,N
MBGd,DE0007100000,DE,NL,EUR,N
DB1d,DE0005810055,DE,NL,EUR,N
DGp,FR0000125486,FR,NL,EUR,N
DTEd,DE0005557508,DE,NL,EUR,N
DPWd,DE0005552004,DE,NL,EUR,N
ELp,FR0000121667,FR,NL,EUR,N
STLAp,NL00150001Q9,IT,NL,EUR,N
FLTRi,IE00BWT6H894,GB,NL,EUR,N
TTEp,FR0000120271,FR,NL,EUR,N
IBEe,ES0144580Y14,ES,NL,EUR,N
IFXd,DE0006231004,DE,NL,EUR,N
INGAa,NL0011821202,NL,NL,EUR,N
ITXe,ES0148396007,ES,NL,EUR,N
KERp,FR0000121485,FR,NL,EUR,N
KNEBVh,FI0009013403,FI,NL,EUR,N
LINd,IE00BZ12WP82,US,NL,EUR,N
MCp,FR0000121014,FR,NL,EUR,N
MUV2d,DE0008430026,DE,NL,EUR,N
ORp,FR0000120321,FR,NL,EUR,N
PHIAa,NL0000009538,NL,NL,EUR,N
PRXa,NL0013654783,NL,NL,EUR,N
RIp,FR0000120693,FR,NL,EUR,N
RMSp,FR0000052292,FR,NL,EUR,N
SANp,FR0000120578,FR,NL,EUR,N
SANe,ES0113900J37,ES,NL,EUR,N
SAFp,FR0000073272,FR,NL,EUR,N
SAPd,DE0007164600,DE,NL,EUR,N
SIEd,DE0007236101,DE,NL,EUR,N
SUp,FR0000121972,FR,NL,EUR,N
VNAd,DE000A1ML7J1,DE,NL,EUR,N
VOW3d,DE0007664039,DE,NL,EUR,N
SAP1N,DE0007164600,DE,MX,MXN,N
SAP1N,DE0007164600,DE,MX,MXN,N
SAP1N,DE0007164600,DE,MX,MXN,Y
DTEk,DE0005557508,DE,,CZK,N
PRXN,NL0013654783,NL,MX,MXN,Y
PRXN,NL0013654783,NL,MX,MXN,N
PRXN,NL0013654783,NL,MX,MXN,N
PRX,NL0013654783,NL,ZA,ZAR,N
SNWd,FR0000120578,FR,,EUR,N
LINDEt,IE00BZ12WP82,US,,HUF,N
ALLIAt,DE0008404005,DE,,HUF,N
VOWk,DE0007664039,DE,,CZK,N
ASMEd,NL0010273215,NL,,EUR,N
STLA,NL00150001Q9,IT,FR,EUR,N
STLAp,NL00150001Q9,IT,FR,EUR,N
STLAp,NL00150001Q9,IT,GB,EUR,N
STLAp,NL00150001Q9,IT,,EUR,N
STLAp,NL00150001Q9,IT,GB,EUR,N
STLAp,NL00150001Q9,IT,GB,EUR,N
STLAp,NL00150001Q9,IT,GB,EUR,N
STLAp,NL00150001Q9,US,DE,EUR,N
STLA,NL00150001Q9,US,PE,USD,N
1N8d,NL0012969182,NL,,EUR,N
TOTBd,FR0000120271,FR,,EUR,N
TTEp,FR0000120271,FR,FR,EUR,N
TTEp,FR0000120271,FR,FR,EUR,N
RIN,FR0000120693,FR,MX,MXN,N
RIN,FR0000120693,FR,MX,MXN,N
KNEBVN,FI0009013403,FI,MX,MXN,N
VNAN,DE000A1ML7J1,DE,MX,MXN,N
RIN,FR0000120693,FR,MX,MXN,Y
VNAN,DE000A1ML7J1,DE,MX,MXN,Y
KNEBVN,FI0009013403,FI,MX,MXN,Y
VNAN,DE000A1ML7J1,DE,MX,MXN,N
KNEBVN,FI0009013403,FI,MX,MXN,N
AIRd,NL0000235190,FR,DE,EUR,N
SAN1N,FR0000120578,FR,MX,MXN,Y
SAN1N,FR0000120578,FR,MX,MXN,N
SAN1N,FR0000120578,FR,MX,MXN,N
AIRe,NL0000235190,FR,DE,EUR,N
ENIM,IT0003132476,IT,FR,EUR,N
1TYd,NL0013654783,NL,,EUR,N
PPX,FR0000121485,FR,CH,CHF,N
ALIN,IE00BZ12WP82,US,CR,USD,N
PPB,IE00BWT6H894,GB,DE,EUR,N
PPB,IE00BWT6H894,GB,DE,EUR,N
PRXA,NL0013654783,NL,FR,EUR,N
ASMLA,NL0010273215,NL,FR,EUR,N
INGAA,NL0011821202,NL,FR,EUR,N
ADA,NL0011794037,NL,FR,EUR,N
PHIAA,NL0000009538,NL,FR,EUR,N
ADYENA,NL0012969182,NL,FR,EUR,N
ABIB,BE0974293251,BE,FR,EUR,N
RIP,FR0000120693,FR,FR,EUR,N
DGP,FR0000125486,FR,FR,EUR,N
SUP,FR0000121972,FR,FR,EUR,N
CSP,FR0000120628,FR,FR,EUR,N
SAFP,FR0000073272,FR,FR,EUR,N
RMSP,FR0000052292,FR,FR,EUR,N
ORP,FR0000120321,FR,FR,EUR,N
KERP,FR0000121485,FR,FR,EUR,N
AIRP,NL0000235190,FR,FR,EUR,N
ELP,FR0000121667,FR,FR,EUR,N
KNEBVH,FI0009013403,FI,FR,EUR,N
IBEE,ES0144580Y14,ES,FR,EUR,N
ITXE,ES0148396007,ES,FR,EUR,N
AIP,FR0000120073,FR,FR,EUR,N
SANE,ES0113900J37,ES,FR,EUR,N
MCP,FR0000121014,FR,FR,EUR,N
BBVAE,ES0113211835,ES,FR,EUR,N
ENELM,IT0003128367,IT,FR,EUR,N
BNP,FR0000120644,FR,FR,EUR,N
BNPP,FR0000131104,FR,FR,EUR,N
SANP,FR0000120578,FR,FR,EUR,N
DTED,DE0005557508,DE,FR,EUR,N
ISPM,IT0000072618,IT,FR,EUR,N
SIED,DE0007236101,DE,FR,EUR,N
ADSD,DE000A1EWWW0,DE,FR,EUR,N
ALVD,DE0008404005,DE,FR,EUR,N
MUV2D,DE0008430026,DE,FR,EUR,N
SAPD,DE0007164600,DE,FR,EUR,N
DAID,DE0007100000,DE,FR,EUR,N
IFXD,DE0006231004,DE,FR,EUR,N
DPWD,DE0005552004,DE,FR,EUR,N
BASD,DE000BASF111,DE,FR,EUR,N
BAYND,DE000BAY0017,DE,FR,EUR,N
L6ND,IE00BZ12WP82,US,FR,EUR,N
VOW3D,DE0007664039,DE,FR,EUR,N
DB1D,DE0005810055,DE,FR,EUR,N
VNAD,DE000A1ML7J1,DE,FR,EUR,N
BMWD,DE0005190003,DE,FR,EUR,N
STLAP,NL00150001Q9,US,FR,EUR,N
LIN,IE00BZ12WP82,US,,USD,N
STLA,NL00150001Q9,,,USD,N
CRG,IE0001827041,GB,DE,EUR,N
ESL,FR0000121667,FR,DE,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
VNA@DE,DE000A1ML7J1,DE,,EUR,N
BMW@DE,DE0005190003,DE,,EUR,N
DPW@DE,DE0005552004,DE,,EUR,N
ALV@DE,DE0008404005,,,EUR,N
BAYN@DE,DE000BAY0017,DE,,EUR,N
MUV2@DE,DE0008430026,DE,,EUR,N
DB1@DE,DE0005810055,DE,,EUR,N
BAS@DE,DE000BASF111,DE,,EUR,N
DTE@DE,DE0005557508,DE,,EUR,N
VOW3@DE,DE0007664039,DE,,EUR,N
SAP@DE,DE0007164600,DE,,EUR,N
ADS@DE,DE000A1EWWW0,DE,,EUR,N
SIE@DE,DE0007236101,DE,,EUR,N
IFX@DE,DE0006231004,DE,,EUR,N
IFXd,DE0006231004,DE,FR,EUR,N
VNA,DE000A1ML7J1,DE,BG,EUR,N
LIN,IE00BZ12WP82,US,CH,CHF,N
1N8,NL0012969182,NL,CH,CHF,N
SAP1-RM,DE0007164600,DE,RU,RUB,N
PHI1d,NL0000009538,NL,,EUR,N
INGAN,NL0011821202,NL,MX,MXN,N
INGAN,NL0011821202,NL,MX,MXN,N
INGAN,NL0011821202,NL,MX,MXN,Y
ADS,DE000A1EWWW0,DE,IT,EUR,N
AXAd,FR0000120628,FR,,EUR,N
8TId,NL00150001Q9,,,EUR,N
MOHd,FR0000121014,FR,,EUR,N
ASML,NL0010273215,NL,IT,EUR,N
BNPp,FR0000131104,FR,NL,EUR,N
BNPd,FR0000131104,FR,,EUR,N
1NBAd,BE0974293251,BE,,EUR,N
AIR_KZ,NL0000235190,FR,KZ,KZT,N
PPB,IE00BWT6H894,GB,DE,EUR,N
,IE00BWT6H894,IE,MX,MXN,N
HMI,FR0000052292,FR,DE,EUR,N
AXAD,FR0000120628,FR,GB,EUR,N
RMSp,FR0000052292,FR,IE,EUR,N
ESLOFn,FR0000121667,FR,IE,USD,N
DPSTFn,DE0005552004,DE,IE,USD,N
MUV2d,DE0008430026,DE,IE,EUR,N
AIR,NL0000235190,FR,,EUR,N
SU,FR0000121972,FR,,EUR,N
DAI,DE0007100000,DE,,EUR,N
ASMEd,NL0010273215,NL,IE,EUR,N
BAMXFn,DE0005190003,DE,IE,USD,N
ADa,NL0011794037,NL,IE,EUR,N
EI,FR0000121667,FR,,EUR,N
AIp,FR0000120073,FR,IE,EUR,N
BASd,DE000BASF111,DE,IE,EUR,N
MCp,FR0000121014,FR,IE,EUR,N
MUV2d,DE0008430026,DE,IE,EUR,N
MURGFn,DE0008430026,DE,IE,USD,N
AH,NL0011794037,NL,,EUR,N
PDRDFn,FR0000120693,FR,IE,USD,N
ORp,FR0000120321,FR,IE,EUR,N
PPRUFn,FR0000121485,FR,IE,USD,N
PHIAa,NL0000009538,NL,IE,EUR,N
1TYd,NL0013654783,NL,IE,EUR,N
1N8d,NL0012969182,NL,IE,EUR,N
1N8d,NL0012969182,NL,GB,EUR,N
SAPt,DE0007164600,DE,IE,HUF,N
SNWd,FR0000120578,FR,GB,EUR,N
ISP,IT0000072618,IT,,EUR,N
VOW3d,DE0007664039,DE,IE,EUR,N
SMAWFn,DE0007236101,DE,IE,USD,N
KERp,FR0000121485,FR,IE,EUR,N
IBE,ES0144580Y14,ES,,EUR,N
PLS,IE00BWT6H894,GB,,EUR,N
CRG,IE0001827041,GB,,EUR,N
VOW3,DE0007664039,DE,,EUR,N
VWVz,DE0007664039,DE,,CHF,N
OXADNL,NL0011794037,NL,CH,EUR,N
DPW,DE0005552004,DE,,EUR,N
DANz,FR0000120644,FR,GB,CHF,N
KNYJFn,FI0009013403,FI,IE,USD,N
LVMHFn,FR0000121014,FR,IE,USD,N
BAYNz,DE000BAY0017,DE,GB,CHF,N
LINd,IE00BZ12WP82,US,IE,EUR,N
LRLCFn,FR0000120321,FR,IE,USD,N
RMS,FR0000052292,FR,,EUR,N
LINd,IE00BZ12WP82,US,IE,EUR,N
FLTRFl,IE00BWT6H894,IE,GB,GBP,N
FLTRi,IE00BWT6H894,GB,IE,EUR,N
VOW3,DE0007664039,DE,,CHF,Y
SANw,ES0113900J37,ES,IE,PLN,N
IITSFn,IT0000072618,IT,IE,USD,N
INGVFn,NL0011821202,NL,IE,USD,N
IFXz,DE0006231004,DE,IE,CHF,N
GPDNFn,FR0000120644,FR,IE,USD,N
IFXd,DE0006231004,DE,IE,EUR,N
ITXe,ES0148396007,ES,IE,EUR,N
ISPm,IT0000072618,IT,IE,EUR,N
INFINt,DE0006231004,DE,IE,HUF,N
TTEl,FR0000120271,FR,IE,EUR,N
IBEe,ES0144580Y14,ES,IE,EUR,N
IDEXFn,ES0148396007,ES,IE,USD,N
,NL0011821202,NL,,EUR,N
INGAa,NL0011821202,NL,NL,EUR,N
ANHN,BE0974293251,BE,GB,ZAR,N
KERp,FR0000121485,FR,IE,EUR,N
INGAa,NL0011821202,NL,IE,EUR,N
LINd,IE00BZ12WP82,US,GB,EUR,N
BMW,DE0005190003,DE,,EUR,N
PHIA,NL0000009538,NL,,EUR,N
FCAU,NL00150001Q9,DE,,EUR,N
EIPAFn,IT0003132476,IT,IE,USD,N
AXAd,FR0000120628,FR,IE,EUR,N
MURGFn,DE0008430026,DE,IE,USD,N
DTE,DE0005557508,DE,,EUR,N
MBGd,DE0007100000,DE,IE,EUR,N
IITSFn,IT0000072618,IT,IE,USD,N
SNWd,FR0000120578,FR,IE,EUR,N
DDAIFn,DE0007100000,DE,IE,USD,N
DANz,FR0000120644,FR,IE,CHF,N
,NL00150001Q9,IT,HU,HUF,N
DB1d,DE0005810055,DE,IE,EUR,N
AXAHFn,FR0000120628,FR,IE,USD,N
DPSTFn,DE0005552004,DE,IE,USD,N
BFFAFn,DE000BASF111,DE,IE,USD,N
FLTRi,IE00BWT6H894,GB,IE,EUR,N
DPWd,DE0005552004,DE,IE,EUR,N
ENELm,IT0003128367,IT,IE,EUR,N
EIPAFn,IT0003132476,IT,IE,USD,N
FCAUn,NL00150001Q9,US,IE,USD,N
IFNNFn,DE0006231004,DE,IE,USD,N
ESLOFn,FR0000121667,FR,IE,USD,N
BASz,DE000BASF111,DE,GB,CHF,N
CRG,IE0001827041,GB,,GBP,N
KNEBVh,FI0009013403,FI,IE,EUR,N
,NL0012969182,NL,,EUR,N
BASd,DE000BASF111,,,EUR,
CRHl,IE0001827041,,,,
AIRp,NL0000235190,,,EUR,
PPBl,IE00BWT6H894,,,,
,DE000A1ML7J1,,,EUR,
RI,FR0000120693,FR,,EUR,N
DANz,FR0000120644,FR,,CHF,N
FP,FR0000120271,FR,,EUR,N
KNEBVh,FI0009013403,FI,IE,EUR,N
RIp,FR0000120693,FR,IE,EUR,N
8TId,NL00150001Q9,US,IE,EUR,N
DAINn,DE0007100000,DE,IE,MXN,N
BMWd,DE0005190003,DE,IE,EUR,N
CSp,FR0000120628,FR,IE,EUR,N
IFNNFn,DE0006231004,DE,IE,USD,N
BNPp,FR0000131104,FR,IE,EUR,N
DGp,FR0000125486,FR,IE,EUR,N
MOHd,FR0000121014,FR,IE,EUR,N
DTEd,DE0005557508,DE,IE,EUR,N
MERCEt,DE0007100000,DE,IE,HUF,N
1NBAd,BE0974293251,BE,GB,EUR,N
MBGz,DE0007100000,DE,IE,CHF,N
DEUTTt,DE0005557508,DE,IE,HUF,N
MBGd,DE0007100000,DE,IE,EUR,N
CRGi,IE0001827041,IE,IE,EUR,N
ENIm,IT0003132476,IT,IE,EUR,N
CRHCFn,IE0001827041,IE,IE,USD,N
DGp,FR0000125486,FR,IE,EUR,N
DDAIFn,DE0007100000,DE,IE,USD,N
ELp,FR0000121667,FR,IE,EUR,N
EADSFn,NL0000235190,FR,IE,USD,N
DTEGFn,DE0005557508,DE,IE,USD,N
8TId,NL00150001Q9,US,IE,EUR,N
ESOCFn,IT0003128367,IT,IE,USD,N
DTEd,DE0005557508,DE,IE,EUR,N
BAYERt,DE000BAY0017,DE,IE,HUF,N
BFFAFn,DE000BASF111,DE,IE,USD,N
ALIZFn,DE0008404005,DE,IE,USD,N
BCDRFn,ES0113900J37,ES,IE,USD,N
ANHn,BE0974293251,BE,IE,ZAR,N
LRLCFn,FR0000120321,FR,IE,USD,N
BASz,DE000BASF111,DE,IE,CHF,N
AXAHFn,FR0000120628,FR,IE,USD,N
BASFt,DE000BASF111,DE,IE,HUF,N
ASMLFn,NL0010273215,NL,IE,USD,N
BASd,DE000BASF111,DE,IE,EUR,N
ALVd,DE0008404005,DE,IE,EUR,N
BAYNz,DE000BAY0017,DE,IE,CHF,N
SANe,ES0113900J37,ES,IE,EUR,N
BMWt,DE0005190003,DE,IE,HUF,N
BNp,FR0000120644,FR,IE,EUR,N
SINz,DE0007236101,DE,,CHF,N
ASMLa,NL0010273215,NL,IE,EUR,N
BAMXFn,DE0005190003,DE,IE,USD,N
